loan_status,Principal,terms,past_due_days,age,Gender,loan_duration_days,education_High School or Below,education_Master or Above,education_college
0,1000,30,0.0,27,0,29,False,False,True
0,1000,30,0.0,33,0,29,False,False,True
0,1000,30,0.0,28,0,29,False,False,True
0,1000,15,0.0,25,0,14,True,False,False
0,1000,30,0.0,40,0,29,False,False,True
0,1000,30,0.0,23,0,29,True,False,False
0,1000,30,0.0,35,0,29,False,False,False
0,800,15,0.0,24,0,14,False,False,True
0,1000,30,0.0,34,0,29,False,False,True
0,1000,30,0.0,22,0,29,True,False,False
0,1000,15,0.0,20,0,44,False,False,True
0,1000,15,0.0,23,0,14,False,False,True
0,1000,30,0.0,33,0,29,False,False,True
0,1000,30,0.0,26,0,29,False,False,True
0,1000,15,0.0,28,0,14,True,False,False
0,800,15,0.0,43,0,14,True,False,False
0,1000,15,0.0,34,0,14,False,False,False
0,1000,30,0.0,38,0,29,False,False,False
0,1000,15,0.0,26,0,14,True,False,False
0,800,15,0.0,43,0,14,True,False,False
0,1000,30,0.0,26,0,29,True,False,False
0,1000,30,0.0,33,1,29,False,False,True
0,800,15,0.0,24,0,14,False,False,True
0,1000,30,0.0,30,0,29,True,False,False
0,800,15,0.0,32,1,14,True,False,False
0,1000,15,0.0,22,0,44,False,False,True
0,1000,15,0.0,47,0,14,True,False,False
0,1000,30,0.0,20,0,29,True,False,False
0,1000,30,0.0,28,0,29,True,False,False
0,800,15,0.0,35,0,14,False,False,True
0,1000,7,0.0,27,0,6,True,False,False
0,800,15,0.0,33,1,14,False,False,True
0,1000,30,0.0,30,0,29,True,False,False
0,1000,15,0.0,31,0,14,False,False,True
0,1000,30,0.0,26,1,59,False,False,True
0,300,7,0.0,37,0,6,False,True,False
0,1000,15,0.0,26,0,14,False,False,False
0,800,15,0.0,35,0,14,False,False,False
0,1000,15,0.0,29,0,44,False,False,True
0,800,15,0.0,23,0,14,False,False,True
0,500,15,0.0,23,1,14,False,False,True
0,1000,15,0.0,30,0,14,False,False,True
0,1000,30,0.0,34,0,29,False,False,True
0,1000,30,0.0,36,1,29,True,False,False
0,1000,15,0.0,26,0,14,False,False,False
0,800,15,0.0,29,0,14,True,False,False
0,1000,15,0.0,28,1,14,False,False,True
0,1000,30,0.0,27,0,29,True,False,False
0,1000,15,0.0,24,0,14,True,False,False
0,800,15,0.0,31,0,14,False,False,False
0,1000,30,0.0,28,0,29,True,False,False
0,1000,15,0.0,27,1,14,False,False,True
0,1000,15,0.0,25,0,14,True,False,False
0,1000,30,0.0,24,0,59,True,False,False
0,1000,30,0.0,28,0,29,False,False,True
0,800,30,0.0,28,0,29,False,False,True
0,1000,15,0.0,35,0,14,True,False,False
0,1000,30,0.0,38,0,29,False,False,True
0,1000,15,0.0,38,0,14,True,False,False
0,1000,30,0.0,29,0,29,False,False,True
0,800,15,0.0,35,0,14,True,False,False
0,1000,30,0.0,24,0,29,False,False,True
0,800,15,0.0,39,0,14,True,False,False
0,800,15,0.0,25,0,14,False,False,True
0,1000,30,0.0,38,0,29,True,False,False
0,1000,30,0.0,30,0,29,False,False,True
0,1000,30,0.0,21,0,29,True,False,False
0,1000,30,0.0,46,0,29,False,False,True
0,1000,15,0.0,31,1,14,True,False,False
0,300,7,0.0,29,0,6,True,False,False
0,1000,30,0.0,35,0,29,True,False,False
0,800,15,0.0,30,0,14,True,False,False
0,1000,30,0.0,27,0,29,True,False,False
0,1000,30,0.0,31,1,29,True,False,False
0,1000,30,0.0,33,0,29,False,False,False
0,1000,15,0.0,34,0,14,True,False,False
0,800,15,0.0,28,0,14,False,False,True
0,800,15,0.0,42,0,14,False,False,True
0,1000,30,0.0,32,0,29,False,False,True
0,1000,30,0.0,30,0,29,True,False,False
0,1000,15,0.0,25,1,14,True,False,False
0,1000,30,0.0,27,1,29,True,False,False
0,800,15,0.0,21,0,14,False,False,True
0,1000,30,0.0,24,0,29,False,False,True
0,1000,30,0.0,29,0,59,False,False,True
0,1000,15,0.0,40,0,14,False,False,True
0,1000,30,0.0,29,0,29,True,False,False
0,1000,30,0.0,29,0,29,False,False,True
0,1000,15,0.0,30,0,14,False,False,True
0,1000,30,0.0,26,1,29,True,False,False
0,1000,15,0.0,36,0,14,True,False,False
0,800,15,0.0,27,0,14,False,False,True
0,1000,30,0.0,20,0,29,False,False,True
0,1000,7,0.0,26,1,6,False,False,False
0,1000,30,0.0,26,0,59,False,False,True
0,1000,30,0.0,27,0,29,False,False,True
0,300,7,0.0,23,0,6,True,False,False
0,1000,30,0.0,39,0,29,True,False,False
0,1000,15,0.0,27,0,14,True,False,False
0,1000,30,0.0,30,0,29,True,False,False
0,1000,30,0.0,33,1,29,True,False,False
0,1000,30,0.0,27,0,29,True,False,False
0,1000,30,0.0,35,0,29,True,False,False
0,1000,30,0.0,29,1,59,False,False,True
0,1000,15,0.0,50,0,14,True,False,False
0,800,15,0.0,31,1,14,True,False,False
0,1000,15,0.0,31,0,14,True,False,False
0,1000,30,0.0,29,0,29,True,False,False
0,1000,15,0.0,35,0,14,False,False,True
0,1000,30,0.0,39,0,29,False,False,True
0,1000,30,0.0,29,0,59,False,False,True
0,1000,15,0.0,30,0,14,True,False,False
0,1000,30,0.0,33,0,29,False,False,False
0,1000,30,0.0,26,0,29,True,False,False
0,1000,15,0.0,25,0,14,True,False,False
0,800,15,0.0,37,0,14,False,False,False
0,800,15,0.0,26,0,14,True,False,False
0,800,15,0.0,26,0,14,False,False,True
0,1000,15,0.0,27,0,44,False,False,True
0,1000,7,0.0,34,1,13,False,False,True
0,1000,30,0.0,37,0,29,False,False,True
0,1000,30,0.0,36,0,29,True,False,False
0,800,15,0.0,33,0,14,True,False,False
0,1000,30,0.0,30,0,29,True,False,False
0,1000,30,0.0,30,0,29,False,False,True
0,800,15,0.0,36,0,14,True,False,False
0,1000,15,0.0,29,0,29,False,False,True
0,1000,15,0.0,36,0,14,True,False,False
0,1000,30,0.0,32,0,29,True,False,False
0,1000,15,0.0,29,1,14,True,False,False
0,800,15,0.0,36,0,14,False,False,False
0,800,15,0.0,30,1,14,True,False,False
0,1000,7,0.0,31,0,6,False,False,True
0,1000,30,0.0,19,1,29,True,False,False
0,800,15,0.0,26,0,14,False,False,True
0,800,15,0.0,34,0,14,True,False,False
0,1000,30,0.0,35,0,29,True,False,False
0,1000,15,0.0,35,1,14,False,False,False
0,800,15,0.0,38,0,14,False,False,True
0,1000,30,0.0,29,0,29,False,False,True
0,1000,30,0.0,28,0,29,True,False,False
0,500,7,0.0,22,0,6,True,False,False
0,1000,30,0.0,32,0,29,False,False,True
0,1000,30,0.0,31,0,29,False,False,True
0,800,15,0.0,28,0,14,False,False,True
0,1000,15,0.0,37,1,14,False,False,True
0,1000,7,0.0,25,0,6,False,False,True
0,1000,30,0.0,19,0,29,True,False,False
0,800,15,0.0,51,0,14,False,False,True
0,1000,15,0.0,29,0,14,True,False,False
0,800,30,0.0,23,1,29,False,False,True
0,1000,15,0.0,30,0,14,True,False,False
0,800,15,0.0,23,0,14,False,False,True
0,1000,15,0.0,34,1,14,False,False,False
0,800,15,0.0,31,1,14,False,False,False
0,1000,15,0.0,24,0,14,True,False,False
0,1000,30,0.0,42,0,29,True,False,False
0,800,30,0.0,40,1,29,False,False,True
0,1000,30,0.0,29,0,29,True,False,False
0,1000,30,0.0,32,1,29,False,False,True
0,1000,30,0.0,28,0,59,False,False,True
0,1000,30,0.0,35,0,29,True,False,False
0,1000,30,0.0,30,0,29,False,False,False
0,800,15,0.0,44,0,14,False,False,True
0,800,15,0.0,37,0,14,True,False,False
0,1000,30,0.0,31,0,29,False,False,True
0,800,15,0.0,36,0,14,False,False,True
0,800,30,0.0,31,0,29,False,False,True
0,800,15,0.0,42,0,14,True,False,False
0,1000,15,0.0,28,0,14,False,False,False
0,1000,30,0.0,30,0,29,False,False,True
0,1000,30,0.0,30,0,29,True,False,False
0,1000,15,0.0,24,0,14,False,False,False
0,1000,30,0.0,34,0,59,False,False,False
0,1000,30,0.0,29,0,29,False,False,True
0,1000,30,0.0,38,1,29,True,False,False
0,1000,30,0.0,34,0,29,False,False,False
0,800,15,0.0,28,0,14,True,False,False
0,1000,15,0.0,30,1,14,False,False,True
0,1000,30,0.0,41,0,29,True,False,False
0,1000,30,0.0,29,0,29,False,False,True
0,1000,30,0.0,37,0,29,True,False,False
0,1000,30,0.0,36,0,29,False,False,False
0,1000,30,0.0,30,1,29,False,False,True
0,800,15,0.0,27,0,14,False,False,True
0,1000,30,0.0,29,0,29,True,False,False
0,1000,30,0.0,40,0,29,True,False,False
0,1000,30,0.0,28,0,29,False,False,True
2,1000,15,76.0,29,0,14,False,False,True
2,1000,30,61.0,37,0,29,True,False,False
2,1000,30,61.0,33,0,29,True,False,False
2,800,15,76.0,27,0,14,False,False,True
2,800,15,76.0,24,0,14,False,False,False
2,1000,15,75.0,31,1,14,True,False,False
2,800,15,60.0,28,0,29,False,False,True
2,1000,30,60.0,40,0,29,True,False,False
2,1000,30,60.0,33,0,29,False,False,True
2,800,15,75.0,41,0,14,False,False,True
2,1000,30,60.0,30,0,29,False,False,True
2,800,15,75.0,26,1,14,True,False,False
2,1000,30,60.0,27,0,29,True,False,False
2,1000,30,60.0,20,0,29,True,False,False
2,1000,30,60.0,24,0,29,False,False,True
2,1000,15,60.0,26,0,29,True,False,False
2,1000,30,60.0,30,0,29,True,False,False
2,1000,15,75.0,29,0,14,True,False,False
2,1000,30,60.0,22,0,29,False,False,False
2,1000,15,75.0,24,0,14,False,False,False
2,1000,30,60.0,25,0,29,False,False,True
2,1000,30,60.0,28,0,29,True,False,False
2,1000,30,60.0,37,0,29,False,False,True
2,800,15,75.0,32,0,14,False,False,True
2,1000,15,75.0,34,0,14,False,False,True
2,1000,30,59.0,28,0,29,False,False,False
2,800,15,74.0,35,0,14,False,False,False
2,1000,30,29.0,27,0,59,False,False,True
2,1000,30,59.0,24,1,29,True,False,False
2,1000,30,59.0,44,0,29,False,False,False
2,1000,15,44.0,31,0,44,False,False,True
2,800,15,74.0,27,0,14,False,False,True
2,1000,30,59.0,21,0,29,True,False,False
2,1000,30,59.0,30,1,29,True,False,False
2,1000,30,59.0,38,1,29,False,False,True
2,1000,30,59.0,34,0,29,True,False,False
2,1000,30,59.0,31,0,29,False,False,True
2,1000,30,59.0,23,0,29,True,False,False
2,1000,15,74.0,27,1,14,False,False,True
2,1000,15,74.0,39,0,14,True,False,False
2,1000,30,59.0,30,1,29,True,False,False
2,1000,30,59.0,25,0,29,False,False,True
2,1000,15,74.0,50,0,14,False,True,False
2,1000,30,59.0,23,0,29,True,False,False
2,800,15,74.0,38,0,14,False,False,False
2,1000,30,59.0,27,0,29,True,False,False
2,1000,30,29.0,31,0,59,True,False,False
2,800,15,74.0,40,0,14,False,False,True
2,1000,30,59.0,32,0,29,True,False,False
2,800,15,74.0,29,0,14,False,False,True
2,1000,30,59.0,26,0,29,True,False,False
2,1000,15,74.0,25,0,14,False,False,True
2,1000,30,59.0,35,0,29,True,False,False
2,1000,30,59.0,41,0,29,True,False,False
2,1000,30,59.0,37,0,29,True,False,False
2,1000,15,59.0,34,0,29,False,False,True
2,1000,30,59.0,45,0,29,True,False,False
2,1000,30,59.0,26,0,29,False,False,False
2,1000,30,59.0,32,0,29,False,False,True
2,1000,30,59.0,28,0,29,True,False,False
2,1000,30,59.0,34,0,29,False,False,True
2,800,15,74.0,29,0,14,True,False,False
2,1000,30,59.0,26,0,29,True,False,False
2,1000,15,74.0,26,0,14,False,False,True
2,800,15,74.0,22,0,14,False,False,True
2,1000,30,59.0,27,1,29,True,False,False
2,800,30,59.0,33,0,29,True,False,False
2,800,15,74.0,28,0,14,False,False,False
2,1000,30,59.0,24,0,29,False,False,True
2,1000,30,59.0,37,0,29,True,False,False
2,800,15,74.0,36,0,14,True,False,False
2,1000,30,59.0,18,0,29,False,False,True
2,800,15,74.0,25,0,14,True,False,False
2,1000,15,74.0,40,0,14,True,False,False
2,1000,30,59.0,29,0,29,False,False,True
2,800,15,74.0,26,1,14,True,False,False
2,1000,15,74.0,30,0,14,False,False,True
2,1000,30,59.0,33,0,29,False,False,True
2,1000,30,59.0,30,0,29,False,False,True
2,1000,30,59.0,32,0,29,False,False,True
2,1000,30,59.0,25,0,29,True,False,False
2,800,15,74.0,35,0,14,True,False,False
2,1000,15,74.0,30,0,14,False,False,False
2,1000,30,59.0,26,0,29,True,False,False
2,1000,30,59.0,29,0,29,True,False,False
2,1000,30,29.0,26,0,59,True,False,False
2,800,15,74.0,46,0,14,True,False,False
2,1000,30,59.0,36,0,29,True,False,False
2,1000,15,74.0,38,0,14,False,False,False
2,1000,15,44.0,32,0,44,True,False,False
2,1000,15,74.0,30,0,14,False,False,True
2,800,15,74.0,35,0,14,True,False,False
2,1000,30,59.0,29,1,29,False,False,True
2,1000,30,29.0,26,0,59,False,False,True
2,800,15,74.0,32,0,14,True,False,False
2,1000,30,59.0,25,0,29,True,False,False
2,1000,30,58.0,33,0,29,True,False,False
2,800,15,73.0,39,0,14,False,False,True
2,1000,30,28.0,28,0,59,False,False,True
2,1000,30,58.0,26,0,29,False,False,True
1,1000,30,2.0,26,0,29,False,False,True
1,1000,15,4.0,28,0,14,False,False,True
1,1000,30,13.0,39,0,59,False,False,True
1,1000,15,5.0,29,0,14,False,False,False
1,800,15,3.0,33,0,14,True,False,False
1,1000,30,12.0,27,0,29,False,False,True
1,800,15,2.0,34,0,14,False,False,True
1,1000,30,27.0,26,0,29,True,False,False
1,1000,30,44.0,28,0,29,True,False,False
1,1000,15,5.0,32,0,14,False,False,False
1,800,15,1.0,27,1,29,False,False,True
1,1000,30,27.0,21,0,29,False,False,True
1,800,15,2.0,39,0,14,False,False,True
1,1000,15,1.0,38,0,14,False,False,True
1,1000,30,2.0,36,1,29,True,False,False
1,800,15,2.0,33,0,14,False,False,True
1,1000,30,1.0,21,1,29,False,False,True
1,800,15,3.0,25,0,14,True,False,False
1,800,15,12.0,29,0,14,False,False,True
1,1000,30,25.0,33,0,29,True,False,False
1,1000,15,3.0,47,1,14,True,False,False
1,1000,30,2.0,33,0,29,False,False,True
1,800,15,4.0,23,0,14,True,False,False
1,1000,15,2.0,24,0,29,False,False,True
1,1000,30,1.0,27,0,59,True,False,False
1,1000,30,24.0,32,0,29,False,False,False
1,1000,30,1.0,33,0,29,False,False,True
1,1000,30,2.0,27,1,29,False,False,True
1,1000,30,2.0,35,0,29,True,False,False
1,500,15,1.0,37,0,29,False,False,False
1,800,15,3.0,28,0,14,False,False,False
1,1000,15,4.0,33,0,14,False,False,True
1,800,7,2.0,34,1,6,False,False,False
1,1000,30,2.0,29,0,29,False,False,True
1,1000,30,1.0,34,0,29,False,False,False
1,1000,30,1.0,29,0,29,False,False,False
1,1000,30,36.0,24,0,29,True,False,False
1,1000,30,1.0,34,0,29,True,False,False
1,1000,30,7.0,25,1,29,False,False,True
1,1000,30,5.0,24,0,59,False,False,True
1,1000,30,14.0,30,0,29,False,False,True
1,1000,15,2.0,28,0,14,False,False,True
1,1000,30,1.0,24,0,29,True,False,False
1,1000,30,28.0,26,1,29,False,False,True
1,1000,30,2.0,24,0,29,True,False,False
1,1000,15,2.0,29,0,14,False,False,True
1,1000,30,25.0,31,0,29,False,False,True
1,1000,30,23.0,26,0,29,False,False,True
1,1000,30,3.0,25,0,29,True,False,False
1,1000,30,1.0,29,0,29,False,False,True
1,1000,30,3.0,38,0,29,False,False,True
1,800,15,4.0,41,0,14,False,False,True
1,1000,15,3.0,26,0,14,True,False,False
1,1000,30,3.0,26,0,29,True,False,False
1,1000,30,6.0,35,0,29,True,False,False
1,1000,15,2.0,37,0,14,False,False,True
1,1000,30,38.0,25,0,29,False,False,True
1,1000,30,19.0,24,0,29,False,False,True
1,1000,30,2.0,34,0,29,False,False,True
1,800,15,2.0,33,0,14,False,False,True
1,800,15,2.0,38,0,14,False,False,False
1,1000,30,7.0,38,0,59,True,False,False
1,1000,30,5.0,26,0,59,False,False,True
1,1000,15,4.0,37,0,14,False,False,False
1,1000,30,1.0,42,1,59,True,False,False
1,1000,30,1.0,49,1,29,True,False,False
1,1000,30,4.0,26,0,29,True,False,False
1,1000,15,1.0,41,0,44,True,False,False
1,1000,30,4.0,38,0,29,True,False,False
1,1000,30,52.0,26,0,29,True,False,False
1,1000,15,2.0,32,0,14,True,False,False
1,1000,30,24.0,27,0,29,False,False,False
1,800,15,51.0,33,0,14,False,False,True
1,1000,30,3.0,30,0,29,True,False,False
1,800,15,2.0,26,1,14,True,False,False
1,1000,30,29.0,35,1,29,False,False,True
1,800,15,5.0,46,1,44,False,False,True
1,1000,30,9.0,27,0,29,False,False,True
1,1000,15,27.0,22,0,29,True,False,False
1,1000,30,1.0,27,0,29,False,False,False
1,1000,15,29.0,30,0,14,False,False,False
1,1000,15,3.0,27,0,14,True,False,False
1,800,15,1.0,47,0,14,False,False,True
1,1000,30,7.0,30,0,29,False,False,True
1,1000,30,4.0,26,0,29,False,False,True
1,1000,30,3.0,38,0,29,True,False,False
1,800,15,56.0,46,0,14,True,False,False
1,1000,30,2.0,35,0,29,False,False,False
1,1000,15,13.0,45,0,14,False,False,True
1,1000,30,1.0,36,0,29,False,False,True
1,1000,30,6.0,38,0,29,True,False,False
1,1000,30,29.0,27,0,29,False,False,True
1,1000,30,14.0,27,0,29,False,False,False
1,1000,15,3.0,29,0,14,False,False,True
1,1000,30,2.0,30,0,29,True,False,False
1,1000,30,3.0,28,0,29,True,False,False
1,1000,15,14.0,26,0,14,True,False,False
1,800,15,3.0,30,0,14,False,False,True
1,1000,30,1.0,38,1,59,False,False,True
1,1000,30,8.0,28,0,29,True,False,False
